#,"URL Rating (desc)","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",Type,TextPre,"Link Anchor",TextPost,"HTTP Code","DP check","RP check"
52,20,https://www.avvo.com/legal-answers/can-i-sell-my-own-artwork-depicting-a-celebrity--435063.html,"Can I sell my own artwork depicting a celebrity? - Q&A - Avvo",191,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-06 10:34:40"
53,20,https://www.avvo.com/attorneys/90015-ca-joshua-glotzer-252690.html,"Lawyer Joshua Glotzer - Los Angeles, CA Attorney - Avvo",181,63,https://www.socalpersonalinjurylawyer.com/cities/personal-injury-attorney-anaheim/,Nofollow,,"Joshua W. Glotzer, APC - Anaheim",,404,"2020-09-29 15:54:54","2020-05-11 14:54:22"
53,20,https://www.avvo.com/attorneys/90015-ca-joshua-glotzer-252690.html,"Lawyer Joshua Glotzer - Los Angeles, CA Attorney - Avvo",181,63,https://www.socalpersonalinjurylawyer.com/practice-areas/motorcycle-accident-attorney-los-angeles/,Nofollow,,"Motorcycle Accidents",,404,"2020-09-24 22:27:16","2020-05-11 14:54:22"
53,20,https://www.avvo.com/attorneys/90015-ca-joshua-glotzer-252690.html,"Lawyer Joshua Glotzer - Los Angeles, CA Attorney - Avvo",181,63,https://www.socalpersonalinjurylawyer.com/cities/personal-injury-attorney-west-covina/,Nofollow,,"Joshua W. Glotzer, APC - West Covina",,404,"2020-09-24 11:13:45","2020-05-11 14:54:22"
54,20,https://www.avvo.com/attorneys/80204-co-andrew-contiguglia-3335496.html,"Lawyer Andrew Contiguglia - Denver, CO Attorney - Avvo",192,20,http://contiguglia.wordpress.com/2007/03/12/contracts-101-­pitfalls-to-avoid-in-your-entertainment-deals-part-1-introduction/,Nofollow,,"Contracts 101 - Pitfalls to Avoid in your Entertainment Deals",,0,"2020-10-01 06:22:56","2020-04-27 01:23:45"
55,20,https://www.avvo.com/all-lawyers/tx/el_paso.html,"Find the best lawyer in El Paso, TX - Avvo",207,36,http://www.ojotax.com/,Nofollow,,Website,,404,"2020-09-29 05:07:02","2020-05-04 06:17:29"
56,20,https://www.avvo.com/attorneys/77092-tx-jim-butler-227658.html,"Lawyer Jim Butler - Houston, TX Attorney - Avvo",173,51,https://www.thehoustondwilawyer.com/traveling-with-your-seven-day-pill-box,Nofollow,,"EVADING A DUI IN HOUSTON FOR YOUR SEVEN DAY PILL BOX",,404,"2020-10-01 18:23:06","2020-05-08 12:03:38"
56,20,https://www.avvo.com/attorneys/77092-tx-jim-butler-227658.html,"Lawyer Jim Butler - Houston, TX Attorney - Avvo",173,51,http://www.thehoustondwilawyer.com/dwi-pull-over-guide/,Nofollow,,"Pulled Over For DUI Guide",,404,"2020-10-01 16:37:22","2020-05-08 12:03:38"
56,20,https://www.avvo.com/attorneys/77092-tx-jim-butler-227658.html,"Lawyer Jim Butler - Houston, TX Attorney - Avvo",173,51,https://www.thehoustondwilawyer.com/butlers-dwi-blog/,Nofollow,,"LET’S GET YOUR HOUSTON DWI TAKEN CARE OF BEFORE IT’S ON YOUR RECORD",,404,"2020-10-01 13:23:15","2020-05-08 12:03:38"
56,20,https://www.avvo.com/attorneys/77092-tx-jim-butler-227658.html,"Lawyer Jim Butler - Houston, TX Attorney - Avvo",173,51,http://www.thehoustondwilawyer.com/ignition-interlock-devices-for-preventing-drunk-driving/,Nofollow,,"HOW EFFECTIVE ARE IGNITION INTERLOCK DEVICES FOR PREVENTING DRUNK DRIVING",,404,"2020-10-01 11:45:28","2020-05-08 12:03:38"
56,20,https://www.avvo.com/attorneys/77092-tx-jim-butler-227658.html,"Lawyer Jim Butler - Houston, TX Attorney - Avvo",173,51,https://www.thehoustondwilawyer.com/getting-a-non-disclosure-for-your-dwi-in-houston,Nofollow,,"NOTICE OF NON-DISCLOSURE FOR A TEXAS DWI",,404,"2020-10-01 08:54:35","2020-05-08 12:03:38"
56,20,https://www.avvo.com/attorneys/77092-tx-jim-butler-227658.html,"Lawyer Jim Butler - Houston, TX Attorney - Avvo",173,51,http://www.thehoustondwilawyer.com/,Nofollow,,http://www.thehoustondwilawyer.com/,,404,"2020-10-01 06:38:17","2020-05-08 12:03:38"
56,20,https://www.avvo.com/attorneys/77092-tx-jim-butler-227658.html,"Lawyer Jim Butler - Houston, TX Attorney - Avvo",173,51,http://www.thehoustondwilawyer.com/dwi-texas-first-offense/,Nofollow,,"DWI In Texas First Offense – What Should You Do?",,404,"2020-09-27 09:52:15","2020-05-08 12:03:38"
56,20,https://www.avvo.com/attorneys/77092-tx-jim-butler-227658.html,"Lawyer Jim Butler - Houston, TX Attorney - Avvo",173,51,https://www.thehoustondwilawyer.com/drug-possessions-and-dui,Nofollow,,"HOUSTON DUI LAWYER: POSSESSION OF LIFE THREATENING DRUGS IN TEXAS",,404,"2020-09-25 23:24:55","2020-05-08 12:03:38"
56,20,https://www.avvo.com/attorneys/77092-tx-jim-butler-227658.html,"Lawyer Jim Butler - Houston, TX Attorney - Avvo",173,51,http://www.thehoustondwilawyer.com/dwi-penalties-in-texas,Nofollow,,"What Are The DUI, DWI, & Drunk Driving Laws, Penalties, & Punishments In Texas?",,404,"2020-09-25 10:42:59","2020-05-08 12:03:38"
56,20,https://www.avvo.com/attorneys/77092-tx-jim-butler-227658.html,"Lawyer Jim Butler - Houston, TX Attorney - Avvo",173,51,http://www.thehoustondwilawyer.com/2016/08/09/will-my-career-be-affected-with-a-dwi-conviction/,Nofollow,,"Will My Career Be Affected With A DWI Conviction?",,404,"2020-09-21 20:45:49","2020-05-08 12:03:38"
56,20,https://www.avvo.com/attorneys/77092-tx-jim-butler-227658.html,"Lawyer Jim Butler - Houston, TX Attorney - Avvo",173,51,http://www.thehoustondwilawyer.com/what-happens-when-you-get-a-dui/,Nofollow,,"Charged With A DWI/DUI?",,404,"2020-09-20 04:53:12","2020-05-08 12:03:38"
56,20,https://www.avvo.com/attorneys/77092-tx-jim-butler-227658.html,"Lawyer Jim Butler - Houston, TX Attorney - Avvo",173,51,http://www.thehoustondwilawyer.com/alr-hearing-texas,Nofollow,,"Setting Up Your ALR Hearing Request in Texas Before License Suspension Happens",,404,"2020-09-19 00:23:31","2020-05-08 12:03:38"
57,20,https://www.avvo.com/attorneys/30338-ga-jonathan-ginsberg-559827.html,"Lawyer Jonathan Ginsberg - Atlanta, GA Attorney - Avvo",202,43,https://www.nbi-sems.com/Error/NotFound,Nofollow,,Bankruptcy,,404,"2020-09-30 21:52:02","2020-04-21 06:29:38"
58,20,https://www.avvo.com/attorneys/01002-ma-oran-kaufman-1428417.html,"Lawyer Oran Kaufman - Amherst, MA Attorney - Avvo",171,20,https://apfmnet.org/pg26.cfm,Nofollow,,"Mediation Marketing",,404,"2020-09-20 22:59:02","2020-04-18 13:54:30"
59,19,https://www.avvo.com/attorneys/98121-wa-kevin-coluccio-1491246.html,"Lawyer Kevin Coluccio - Seattle, WA Attorney - Avvo",181,26,https://www.westerntruckcrashlawyers.com/,Nofollow,,"Western States Truck Crash Lawyers",,404,"2020-09-24 06:26:10","2020-04-20 22:20:03"
59,19,https://www.avvo.com/attorneys/98121-wa-kevin-coluccio-1491246.html,"Lawyer Kevin Coluccio - Seattle, WA Attorney - Avvo",181,26,https://www.stritmatter.com/overview,Nofollow,,"Status: Defining a Seaman",,404,"2020-09-13 21:35:35","2020-04-20 22:20:03"
60,19,https://www.avvo.com/attorneys/94560-ca-shah-peerally-286012.html,"Lawyer Shah Peerally - NEWARK, CA Attorney - Avvo",195,91,http://anlus.wordpress.com/2011/01/28/trivalley-university-closure-and-nepali-students/,Nofollow,,"TriValley University Closure and Nepali Students",,0,"2020-09-22 03:50:22","2020-04-27 19:31:32"
61,19,https://stories.avvo.com/consumer-protection/earth-wind-fire-preparing-home-insurance-policy-unexpected.html,"Earth, wind & fire: Preparing your home insurance policy for the unexpected",57,19,https://www.bankrate.com/finance/insurance/finance/insurance/flood-insurance-1.aspx,Dofollow,"Another important caveat in","flood damage coverage","pertains to the source of the flood. Unbelievably, most",404,"2020-09-24 22:39:35","2020-06-29 03:03:36"
61,19,https://stories.avvo.com/consumer-protection/earth-wind-fire-preparing-home-insurance-policy-unexpected.html,"Earth, wind & fire: Preparing your home insurance policy for the unexpected",57,19,https://www.fema.gov/national-flood-insurance-program/fema-flood-map-service-center-msc,Dofollow,"home purchased within a flood plain , as determined by",FEMA,", will likely involve a mandatory flood insurance policy at",404,"2020-09-20 20:28:53","2020-06-29 03:03:36"
62,19,https://www.avvo.com/immigration/us-citizenship/apply-for-us-citizenship,"How to apply for US citizenship - Avvo",150,25,https://egov.uscis.gov/cris/processTimesDisplayInit.do,Dofollow,"an estimated wait time in your area by visiting the","USCIS Processing Time Information portal.",,404,"2020-09-29 01:13:06","2020-04-14 15:54:37"
63,19,https://www.avvo.com/attorneys/92108-ca-samuel-spital-248191.html,"Lawyer Samuel Spital - SAN DIEGO, CA Attorney - Avvo",199,27,http://www.aalncsandiego.org/disciplinary-process-nurses-california-and-role-forensic-nurse-expert-presented-sam-spital-jd,Nofollow,,"The Role of the Forensic Nurse Expert",,0,"2020-08-29 13:07:13","2020-05-12 05:16:24"
64,19,https://www.avvo.com/criminal-defense-lawyer/pa/pittsburgh.html,"Find the best Criminal Defense lawyer in Pittsburgh, PA - Avvo",190,44,https://palettalaw.com/schedule-free-consultation/,Nofollow,,Website,,404,"2020-09-19 22:46:13","2020-05-04 06:50:05"
65,19,https://www.avvo.com/litigation-lawyer/ny/new_york.html,"Find the best Litigation lawyer in New York, NY - Avvo",191,49,https://www.nataliegold.global/,Nofollow,,Website,,404,"2020-09-28 21:43:10","2020-05-04 07:08:45"
66,19,https://www.avvo.com/attorneys/10001-ny-colleen-nichairmhaic-979800.html,"Lawyer Colleen Ni Chairmhaic - New York, NY Attorney - Avvo",168,20,https://www.kilkennypeople.ie/news/local/colleen-represents-airline-in-miracle-of-the-hudson-plane-landing-case-1-2164423,Nofollow,,"Miracle on the Hudson",,404,"2020-09-13 02:07:26","2020-04-26 04:46:06"
67,19,https://www.avvo.com/attorneys/33331-fl-roy-oppenheim-1271870.html,"Lawyer Roy Oppenheim - Fort Lauderdale, FL Attorney - Avvo",196,100,https://www.yahoo.com/user/1592840/roy_oppenheim_esq.html,Dofollow,"to his own blog he can also been seen on","Yahoo! Homes","as a guest contributor, and he has also been featured",404,"2020-09-17 23:08:54","2020-05-06 08:45:09"
67,19,https://www.avvo.com/attorneys/33331-fl-roy-oppenheim-1271870.html,"Lawyer Roy Oppenheim - Fort Lauderdale, FL Attorney - Avvo",196,100,https://www.oppenheimlaw.com/press-releases.php?new_id=106,Nofollow,,"Foreclosure Jurisprudence",,404,"2020-09-17 01:15:49","2020-05-06 08:45:09"
67,19,https://www.avvo.com/attorneys/33331-fl-roy-oppenheim-1271870.html,"Lawyer Roy Oppenheim - Fort Lauderdale, FL Attorney - Avvo",196,100,https://www.oppenheimlaw.com/press-releases.php?new_id=110,Nofollow,,"Deconstruct Black Magic of Securitized Trusts and Foreclosure Crisis",,404,"2020-09-12 21:33:06","2020-05-06 08:45:09"
68,19,https://www.avvo.com/attorneys/07090-nj-donald-vanarelli-1593747.html,"Lawyer Donald Vanarelli - Westfield, NJ Attorney - Avvo",177,34,https://wehavemoved.wordpress.com/?p=2818,Nofollow,,"Intentionally Omitting Children From Your Will",,0,"2020-09-10 06:48:52","2020-05-14 07:48:44"
68,19,https://www.avvo.com/attorneys/07090-nj-donald-vanarelli-1593747.html,"Lawyer Donald Vanarelli - Westfield, NJ Attorney - Avvo",177,34,https://wehavemoved.wordpress.com/?p=3662,Nofollow,,"Assessing the Need for Guardianship",,0,"2020-09-10 06:48:52","2020-05-14 07:48:44"
68,19,https://www.avvo.com/attorneys/07090-nj-donald-vanarelli-1593747.html,"Lawyer Donald Vanarelli - Westfield, NJ Attorney - Avvo",177,34,https://wehavemoved.wordpress.com/?p=826,Nofollow,,"Elder Mediation",,0,"2020-09-10 06:48:52","2020-05-14 07:48:44"
69,19,https://www.avvo.com/attorneys/92883-ca-gina-famularo-105146.html,"Lawyer Gina Famularo - Corona, CA Attorney - Avvo",203,55,http://hemetdivorce.blogspot.com/,Nofollow,,"Fiduciary duty between spouses",,404,"2020-09-30 09:47:21","2020-05-12 13:07:46"
69,19,https://www.avvo.com/attorneys/92883-ca-gina-famularo-105146.html,"Lawyer Gina Famularo - Corona, CA Attorney - Avvo",203,55,http://temeculaadoption.blogspot.com/,Nofollow,,"Termination of Parental Rights",,404,"2020-09-29 15:23:16","2020-05-12 13:07:46"
69,19,https://www.avvo.com/attorneys/92883-ca-gina-famularo-105146.html,"Lawyer Gina Famularo - Corona, CA Attorney - Avvo",203,55,http://temeculafamilylaw.blogspot.com/,Nofollow,,"California Family Law Advice Column",,404,"2020-09-27 10:18:08","2020-05-12 13:07:46"
70,19,https://www.avvo.com/attorneys/22801-va-robert-keefer-1813261.html,"Lawyer Robert Keefer - Harrisonburg, VA Attorney - Avvo",191,41,http://www.blogfillr.com/article/view/five-mistakes-that-can-wreck-your-virginia-criminal-case/,Nofollow,,"Five Mistakes That Can Wreck Your Virginia Criminal Case",,0,"2020-09-19 22:30:37","2020-05-07 16:11:34"
70,19,https://www.avvo.com/attorneys/22801-va-robert-keefer-1813261.html,"Lawyer Robert Keefer - Harrisonburg, VA Attorney - Avvo",191,41,http://www.blogfillr.com/article/view/harrisonburgs-invalid-open-container-ordinance/,Nofollow,,"Harrisonburg's Invalid Opern Container Law",,0,"2020-09-19 22:30:37","2020-05-07 16:11:34"
70,19,https://www.avvo.com/attorneys/22801-va-robert-keefer-1813261.html,"Lawyer Robert Keefer - Harrisonburg, VA Attorney - Avvo",191,41,http://www.blogfillr.com/article/view/three-myths-about-virginia-reckless-driving-by-speed/,Nofollow,,"Three Myths About Virginia Reckless Driving By Speed",,0,"2020-09-19 22:30:37","2020-05-07 16:11:34"
70,19,https://www.avvo.com/attorneys/22801-va-robert-keefer-1813261.html,"Lawyer Robert Keefer - Harrisonburg, VA Attorney - Avvo",191,41,http://www.blogfillr.com/article/view/virginia-dwi-breath-tester-makes-huge-mistake-finds-60-bac-when-subjects-real-bac-is-zero/,Nofollow,,"Virginia DWI Breath tester makes huge mistake—finds .60 bac when subject’s real bac is zero.",,0,"2020-09-19 22:30:37","2020-05-07 16:11:34"
71,19,https://www.avvo.com/attorneys/32217-fl-yekaterina-mesic-1237966.html,"Lawyer Yekaterina Mesic - Jacksonville, FL Attorney - Avvo",183,39,https://buildmyreputation.net/blog/2016/12/27/employee-background-checks-may-not-telling/,Nofollow,,"What your employee background checks may not be telling you",,404,"2020-09-27 07:23:04","2020-03-24 18:31:13"
71,19,https://www.avvo.com/attorneys/32217-fl-yekaterina-mesic-1237966.html,"Lawyer Yekaterina Mesic - Jacksonville, FL Attorney - Avvo",183,39,https://buildmyreputation.net/blog/2015/04/27/5-reasons-why-the-new-revised-limited-liability-company-act-will-have-an-effect-on-small-businesses/,Nofollow,,"5 Reasons Why The New Revised Limited Liability Company Act Will Have An Effect On Small Businesses",,404,"2020-09-26 21:50:36","2020-03-24 18:31:13"
71,19,https://www.avvo.com/attorneys/32217-fl-yekaterina-mesic-1237966.html,"Lawyer Yekaterina Mesic - Jacksonville, FL Attorney - Avvo",183,39,https://buildmyreputation.net/blog/2015/04/08/the-benefits-of-building-a-proactive-relationship-with-your-lawyer/,Nofollow,,"The Benefits of Building a Proactive Relationship with Your Lawyer",,404,"2020-09-26 20:58:45","2020-03-24 18:31:13"
72,19,https://www.avvo.com/attorneys/29401-sc-evan-guthrie-3562169.html,"Lawyer Evan Guthrie - Charleston, SC Attorney - Avvo",194,72,http://meetings.abanet.org/webupload/commupload/IL201050/relatedresources/newsletter_2012fall_animal_law.pdf,Nofollow,,"Pet Planning: Choice Over Chance",,0,"2020-09-29 04:38:35","2020-04-11 05:12:55"
73,19,https://www.avvo.com/attorneys/06897-ct-kevin-black-1468810.html,"Lawyer Kevin Black - Wilton, CT Attorney - Avvo",190,15,http://kevinblacklaw.wordpress.com/,Nofollow,,kevinblacklaw,,0,"2020-09-29 10:54:52","2020-05-10 17:54:15"
73,19,https://www.avvo.com/attorneys/06897-ct-kevin-black-1468810.html,"Lawyer Kevin Black - Wilton, CT Attorney - Avvo",190,15,http://kevinblacklaw.wordpress.com/2010/12/04/arrested-for-dui-in-connecticut-should-i-take-the-breath-test/,Nofollow,,"Connecticut DUI - Should I Take a Breath Test",,0,"2020-09-29 10:54:52","2020-05-10 17:54:15"
73,19,https://www.avvo.com/attorneys/06897-ct-kevin-black-1468810.html,"Lawyer Kevin Black - Wilton, CT Attorney - Avvo",190,15,http://kevinblacklaw.wordpress.com/2012/09/29/connecticut-dui-law-ignition-interlock-device/,Nofollow,,"Connecticut DUI Law - Ignition Interlock Devices",,0,"2020-09-29 10:54:52","2020-05-10 17:54:15"
74,19,https://www.avvo.com/attorneys/14202-ny-matthew-kolken-946878.html,"Lawyer Matthew Kolken - Buffalo, NY Attorney - Avvo",194,74,https://www.foxnews.com/category/,Nofollow,,"Why Isn’t President Obama Protecting Refugee Children With A Stroke Of His Pen?",,404,"2020-09-29 11:00:19","2020-05-04 09:02:01"
75,19,https://www.avvo.com/attorneys/77478-tx-rehan-alimohammad-67667.html,"Lawyer Rehan Alimohammad - Sugar Land, TX Attorney - Avvo",197,33,https://forums.immigration.com/install/index.php,Nofollow,,"Individual Taxpayer Indentification Number",,404,"2020-10-01 00:08:52","2020-04-22 13:25:37"
76,19,https://www.avvo.com/attorneys/85016-az-mark-breyer-396071.html,"Lawyer Mark Breyer - Phoenix, AZ Attorney - Avvo",211,31,http://www.americanchronicle.com/articles/view/120817,Nofollow,,"Motorcycle Safety Checklist",,0,"2020-07-08 18:17:38","2020-05-10 14:27:33"
77,19,https://www.avvo.com/legal-guides/ugc/can-your-employer-charge-you-for-a-mistake,"Can your employer charge you for mistakes? - Legal Guides - Avvo",170,76,https://www.nd.gov/labor/misc/faq.html,Dofollow,"North Dakota:","North Dakota Department of Labor and Human Rights",,404,"2020-09-28 12:15:13","2020-05-14 06:16:55"
77,19,https://www.avvo.com/legal-guides/ugc/can-your-employer-charge-you-for-a-mistake,"Can your employer charge you for mistakes? - Legal Guides - Avvo",170,76,http://www.leg.state.nv.us/NAC/NAC-608.html,Dofollow,Nevada:,"Nevada Administrative Code",,404,"2020-09-24 14:23:52","2020-05-14 06:16:55"
77,19,https://www.avvo.com/legal-guides/ugc/can-your-employer-charge-you-for-a-mistake,"Can your employer charge you for mistakes? - Legal Guides - Avvo",170,76,http://lwd.dol.state.nj.us/labor/wagehour/content/wage_and_hour_compliance_faqs.html,Dofollow,"New Jersey:","New Jersey Department of Labor and Workforce Development",,404,"2020-09-19 01:50:24","2020-05-14 06:16:55"
78,19,https://www.avvo.com/attorneys/33331-fl-jason-turchin-3806882.html,"Lawyer Jason Turchin - Weston, FL Attorney - Avvo",173,52,https://cmgpbpprotectingyourpocket.files.wordpress.com/2015/06/takata-report-final.pdf,Nofollow,,"Danger Behind the Wheel: The Takata Airbag Crisis and How to Fix Our Broken Auto Recall Process",,0,"2020-09-13 01:45:07","2020-04-25 12:45:29"
79,19,https://www.avvo.com/attorneys/19020-pa-paul-lang-1843148.html,"Lawyer Paul Lang - Bensalem, PA Attorney - Avvo",196,39,http://cmac.uarts.edu/,Nofollow,,"Business Law",,404,"2020-09-20 19:44:33","2020-05-12 15:54:35"
